step,tau,a,chi,chi_over_chicrit,chi_crit,cl_support,R_q_to_cl,R_cl_to_q,leak_norm
38.0,0.76,0.49786043851651174,1.1607284455167095,0.8160016834062518,1.4224583957614623,0.38302511564529756,0.00025570464553633857,0.000316318735914483,1.0869052043326277
39.0,0.78,0.5062153117223122,1.147918923953565,0.7936773425852877,1.446329462063749,0.38258453868762327,0.0002484696354143729,0.0003101750991831643,1.0695005025062934
40.0,0.8,0.5144311719690883,1.1352801934640506,0.7724027807092024,1.4698033484831095,0.38223911111575826,0.00024134900268506424,0.00030394740452757864,1.0523430488810523
41.0,0.8200000000000001,0.5225103322306338,1.1228099768678133,0.7521066429941397,1.4928866635160967,0.38198252957637613,0.00023434566576545666,0.00029765377458639334,1.0354292941409644
42.0,0.84,0.5304550669962175,1.1105060273464524,0.7327239077424627,1.5155859057034786,0.3818088473603048,0.00022746220774821089,0.00029131124759485205,1.0187557404985328
43.0,0.86,0.5382676129109086,1.098366128038699,0.7141951988056418,1.537907465459739,0.3817124567415282,0.0002207008859394236,0.00028493577073577603,1.0023189409376991
44.0,0.88,0.5459501694052505,1.086388091640993,0.6964661857117297,1.5598576268721445,0.3816880714427721,0.0002140636429746601,0.00027854220615584083,0.9861154984681049
45.0,0.9,0.5535048993144552,1.074569760013388,0.679487058688197,1.5814425694698722,0.3817307093798319,0.00020755211911621823,0.0002721443473827036,0.9701420653904378
46.0,0.92,0.5609339294872979,1.0629090037907072,0.6632120678932324,1.6026683699637085,0.38183567580452094,0.0002011676653987683,0.0002657549441379086,0.9543953425726931
47.0,0.9400000000000001,0.5682393513848779,1.0514037219988854,0.6475991178765852,1.6235410039567941,0.3819985469387779,0.00019491135734720177,0.0002593857337882487,0.9388720787372025
48.0,0.96,0.5754232216694185,1.040051841676428,0.6326094096978914,1.6440663476269102,0.38221515416942864,0.00018878400903632301,0.0002530474779061515,0.9235690697582476
49.0,0.98,0.5824875627832701,1.0288513175009146,0.6182071242940925,1.6642501793807718,0.38248156885382956,0.0001827861873036996,0.00024675000262282926,0.9084831579701161
50.0,1.0,0.5894343635182788,1.017800131420483,0.6043591416538138,1.6840981814807967,0.38279408777057033,0.00017691822595942985,0.0002405022416479732,0.8936112314854295
51.0,1.02,0.5962655795756823,1.0068962922902291,0.5910347911619629,1.7036159416448067,0.38314921923618206,0.00017118023986685663,0.00023431228100445557,0.8789502235236037
52.0,1.04,0.6029831341166888,0.9961378355134507,0.5782056291515404,1.722808954619111,0.3835436698979433,0.00016557213879216264,0.00022818740468003298,0.864497111749272
53.0,1.06,0.6095889183038973,0.9855228226876778,0.5658452402652248,1.7416826237254208,0.3839743322040793,0.00016009364094153456,0.0002221341405350026,0.8502489176205341
54.0,1.08,0.6160847918337058,0.9750493412554213,0.5539290597056528,1.7602422623820166,0.38443827254559526,0.00015474428612256044,0.0002161583059243841,0.836202705746883
55.0,1.1,0.6224725834598658,0.9647155041595783,0.542434213855818,1.7784930955996165,0.3849327200583853,0.00014952344848086975,0.0002102650525981966,0.8223555832566519
56.0,1.12,0.628754091508321,0.9545194495034315,0.5313393770921961,1.7964402614523458,0.385455056069926,0.00014443034877632084,0.0002044589105338283,0.8087046991738549
57.0,1.1400000000000001,0.6349310843834822,0.9444593402151842,0.5206246429032354,1.8140888125242352,0.3860028041715425,0.00013946406617209054,0.00019874383043069798,0.7952472438042688
58.0,1.16,0.6410053010660794,0.9345333637169637,0.5102714076731463,1.8314437173316558,0.3865736208947996,0.0001346235495207461,0.00019312322466604362,0.7819804481306201
59.0,1.18,0.6469784516027277,0.9247397315982426,0.5002622657023595,1.8485098617220792,0.3871652869688454,0.0001299076281370159,0.0001876000065644558,0.7689015832167424
60.0,1.2,0.6528522175873493,0.9150766792936111,0.4905809142172546,1.8652920502495698,0.3877756991344006,0.00012531502205375515,0.00018217662788141826,0.7560079596205689
61.0,1.22,0.6586282526345855,0.9055424657648476,0.4812120672775611,1.8817950075273873,0.38840286248943856,0.00012084435176273814,0.00017685511444060658,0.7432969268158255
62.0,1.24,0.664308182845331,0.8961353731872272,0.4721413776240585,1.8980233795580888,0.38904488334134163,0.00011649414744557684,0.00017163709989628955,0.7307658726222953
63.0,1.26,0.6698936072645225,0.8868537066400133,0.4633553656251517,1.913981735041493,0.3896999625403737,0.00011226285770356735,0.00016652385761853635,0.7184122226445256
64.0,1.28,0.6753860983313108,0.8776957938010745,0.4548413545812757,1.929674566660888,0.3903663892696124,0.00010814885779798322,0.00016151633072035163,0.7062334397188536
65.0,1.3,0.6807872023217425,0.8686599846455767,0.4465874117331977,1.945106292347836,0.39104253526698257,0.00010415045741417106,0.000156615160261941,0.6942270233686183
66.0,1.32,0.6860984397840757,0.8597446511486875,0.4385822943960362,1.9602812565259307,0.3917268494556714,0.00010026590796460426,0.00015182071168104945,0.6823905092674458
67.0,1.34,0.6913213059668536,0.8509481869922491,0.4308154007068417,1.9752037313338675,0.3924178529599646,9.649340944721986e-05,0.00014713309950783185,0.6707214687104796
68.0,1.36,0.696457271239854,0.84226900727536,0.4232767245312475,1.9898779178281545,0.39311413448436683,9.283111687599061e-05,0.00014255221042957535,0.6592175080934404
69.0,1.3800000000000001,0.7015077815080379,0.8337055482288152,0.41595681412515,2.004307947165823,0.3938143460347615,8.927714630171807e-05,0.00013807772477665608,0.6478762683993943
70.0,1.4000000000000001,0.706474258618606,0.8252562669333543,0.4088467341916356,2.0184978817674457,0.39451719896126414,8.582958044068271e-05,0.00013370913650301012,0.6366954246931209
71.0,1.42,0.7113581007612865,0.8169196410416681,0.4019380310122199,2.0324517164608187,0.3952214603033642,8.248647392968118e-05,0.00012944577173755155,0.6256726856229605
72.0,1.44,0.7161606828619603,0.808694168504108,0.3952227003656862,2.046173379605601,0.3959259494188691,7.924585822524291e-05,0.00012528680598206877,0.6148057929300298
73.0,1.46,0.7208833569697388,0.8005783672980551,0.38869315797795784,2.059666734199254,0.39662953487907976,7.610574616517686e-05,0.00012123128003208272,0.6040925209646988
74.0,1.48,0.7255274526375985,0.7925707751608984,0.3823422122730837,2.0729355789645676,0.3973311316135233,7.306413620994643e-05,0.00011727811469478149,0.5935306762102192
75.0,1.5,0.7300942772966856,0.7846699493265696,0.37616303921897093,2.0859836494191017,0.3980296982884416,7.011901638117011e-05,0.00011342612437713809,0.5831180968133926
76.0,1.52,0.7345851166243897,0.7768744662655958,0.3701491590823917,2.098814618926828,0.3987242349040704,6.726836791411125e-05,0.00010967402961468223,0.5728526521221814
77.0,1.54,0.7390012349062957,0.769182921428613,0.36429441492631676,2.1114320997322733,0.3994137805965495,6.451016864037932e-05,0.00010602046860887477,0.5627322422301504
78.0,1.56,0.7433438753921122,0.7615939289933029,0.3585929526991089,2.1238396439774636,0.4000974116310758,6.184239611672995e-05,0.00010246400783847668,0.5527547975276412
79.0,1.58,0.7476142606456779,0.7541061216147031,0.35303920277978174,2.136040744701937,0.4007742395736397,5.9263030514918586e-05,9.90031518066817e-05,0.5429182782595803
80.0,1.6,0.7518135928891441,0.7467181501788449,0.34762786285660086,2.148038836826126,0.4014434096293796,5.677005728752183e-05,9.563635198373655e-05,0.5332206740898158
81.0,1.62,0.755943054341431,0.7394286835596777,0.3423538820279933,2.1598372981183744,0.40210409913624945,5.436146962332169e-05,9.236201500054511e-05,0.5236600036718906
82.0,1.6400000000000001,0.7600038075510529,0.7322364083792336,0.33721244602516826,2.1714394501458654,0.4027555162033022,5.2035270705852936e-05,8.917851014653155e-05,0.5142343142261545
83.0,1.6600000000000001,0.763996995723405,0.7251400287709902,0.332198963465206,2.1828485592097286,0.40339689848348675,4.978947578779055e-05,8.60841762217363e-05,0.5049416811231173
84.0,1.68,0.7679237430426036,0.7181382661463867,0.327309053051757,2.1940678372645817,0.40402751207138454,4.7622114093096074e-05,8.307732778974868e-05,0.4957802074729546
85.0,1.7,0.7717851549879747,0.7112298589644563,0.32253853164801843,2.205100442822785,0.4046466505168457,4.5531230558611484e-05,8.015626087593058e-05,0.4867480237210702
86.0,1.72,0.7755823186452733,0.7044135625045274,0.31788340315342634,2.215949481843638,0.40525363394594427,4.3514887425851916e-05,7.731925815196992e-05,0.47784328724962705
87.0,1.74,0.7793163030127251,0.6976881486419564,0.31333984812158794,2.2266180086077862,0.40584780828113476,4.1571165693249566e-05,7.456459364539794e-05,0.4690641819849575
88.0,1.76,0.7829881593019782,0.6910524056268509,0.3089042140624702,2.2371090265770808,0.4064285445529081,3.9698166438632663e-05,7.18905370102896e-05,0.4604089180107628
89.0,1.78,0.7865989212340451,0.6845051378657427,0.3045730063768116,2.247425489240129,0.4069952382956412,3.7894012020952545e-05,6.92953573925213e-05,0.45187573118701785
90.0,1.8,0.7901496053303214,0.6780451657061721,0.30034287987519853,2.2575703009437755,0.4075473090206977,3.6156847169871524e-05,6.67773269211361e-05,0.44346288277449525
91.0,1.82,0.7936412111987627,0.6716713252241441,0.29621063083829047,2.267546317710751,0.40808419976019134,3.448483997129671e-05,6.433472385491311e-05,0.4351686590648245
92.0,1.84,0.7970747218153,0.6653824680144191,0.29217318957834304,2.2773563480437145,0.4086053766751495,3.287618275633221e-05,6.196583541125213e-05,0.42699137101600415
93.0,1.86,0.8004511038005714,0.659177460983599,0.28822761346549464,2.2870031537159186,0.40911032872210074,3.132909290060562e-05,5.966896030242709e-05,0.4189293538932847
94.0,1.8800000000000001,0.8037713076920515,0.6530551861459721,0.28437108038529524,2.2964894505487186,0.40959856737242906,2.9841813540780638e-05,5.7442411002971684e-05,0.41098096691534375
95.0,1.9000000000000001,0.8070362682116518,0.6470145404220808,0.2806008825966897,2.305817909176148,0.4100696263790818,2.841261421405874e-05,5.528451576943005e-05,0.40314459290567234
96.0,1.92,0.8102469045288676,0.6410544354399741,0.2769144209621563,2.314991155796765,0.41052306158548757,2.703979142647751e-05,5.319362043277568e-05,0.3954186379490968
97.0,1.94,0.813404120519549,0.6351737973391105,0.27330919952396004,2.324011772912997,0.41095845077178406,2.5721669155343677e-05,5.1168089982228674e-05,0.3878015310533586
98.0,1.96,0.8165088050203644,0.6293715665768761,0.26978282040254625,2.332882300058184,0.4113753935336878,2.445659929045794e-05,4.920630995750505e-05,0.3802917238156756
99.0,1.98,0.8195618320790302,0.6236466977376802,0.2663329789949756,2.341605234511515,0.4117735111895562,2.324296201881052e-05,4.73066876655417e-05,0.3728876900942135
100.0,2.0,0.8225640612003782,0.6179981593445996,0.2629574594530199,2.350183032001081,0.4121524467114143,2.2079166156726456e-05,4.546765323646964e-05,0.3655879256843915
101.0,2.02,0.8255163375883277,0.6124249336735312,0.2596541304221024,2.358618107395222,0.41251186467591283,2.096364943333246e-05,4.3687660532328924e-05,0.35839094799995097
102.0,2.04,0.828419492383832,0.6069260165698243,0.2564209410237005,2.366912835382377,0.4128514512313928,1.9894878728807458e-05,4.196518792137333e-05,0.35129529575871665
103.0,2.06,0.8312743428988656,0.6015004172673573,0.25325591706514144,2.375069551139616,0.4131709140774222,1.8871350270564194e-05,4.029873892930663e-05,0.3442995286729811
104.0,2.08,0.8340816928465189,0.5961471582100264,0.25015715746191736,2.383090550990054,0.4134699824533522,1.789158979027319e-05,3.868684277840233e-05,0.33740222714444096
105.0,2.1,0.836842332567263,0.5908652748756149,0.24712283085875436,2.390978093049323,0.4137484071326368,1.6954152644384655e-05,3.7128054824330515e-05,0.3306019919636202
106.0,2.12,0.8395570392514515,0.5856538156020106,0.2441511724366729,2.3987343978612903,0.4140059604198256,1.6057623900487753e-05,3.562095689983032e-05,0.32389744401371223
107.0,2.14,0.8422265771581186,0.5805118414157399,0.24124048089420994,2.406361649023196,0.4142424361473258,1.5200618391694199e-05,3.4164157573648425e-05,0.3172872239787746
108.0,2.16,0.8448516978301379,0.575438425862789,0.23838911559182238,2.4138619938003942,0.4144576496692064,1.4381780741027508e-05,3.2756292332575196e-05,0.31076999205621314
109.0,2.18,0.8474331403058012,0.5704326548416803,0.23559549384927606,2.421237543730861,0.4146514378494799,1.359978535754653e-05,3.139602369369664e-05,0.30434442767348957
110.0,2.2,0.8499716313268758,0.5654936264387735,0.23285808838654648,2.428490375219645,0.41482365904247953,1.2853336405756146e-05,3.008204125337834e-05,0.29800922920899175
111.0,2.22,0.8524678855432014,0.560620450765765,0.23017542489942147,2.4356225301234327,0.41497419306311056,1.2141167749834139e-05,2.8813061679256768e-05,0.29176311371700425
112.0,2.24,0.8549226057138819,0.555812249799351,0.22754607976160812,2.442636016325377,0.41510294114492774,1.1462042873806459e-05,2.758782865054807e-05,0.28560481665671583
113.0,2.2600000000000002,0.8573364829051302,0.5510681572230304,0.22496867784571273,2.449532808300372,0.4152098258841607,1.0814754778960158e-05,2.640511275208823e-05,0.27953309162520873
114.0,2.2800000000000002,0.8597101966848208,0.546387318271017,0.22244189045598234,2.456314847670917,0.4152947911679591,1.0198125859406687e-05,2.526371132661863e-05,0.27354671009436554
115.0,2.3000000000000003,0.8620444153138056,0.5417688895742316,0.21996443336617985,2.4629840437537305,0.41535780208532036,9.611007756810463e-06,2.4162448289810482e-05,0.26764446115163854
116.0,2.32,0.864339795934046,0.5372120390083484,0.21753506495640892,2.4695422740972743,0.41539884481930023,9.05228119505983e-06,2.3100173911910896e-05,0.2618251512446229
117.0,2.34,0.8665969847536155,0.5327159455438666,0.21515258444311755,2.47599138501033,0.4154179265192813,8.520855795649412e-06,2.207576456974284e-05,0.25608760392937807
118.0,2.36,0.8688166172286235,0.5282797990981829,0.21281583019689104,2.4823331920817813,0.41541507515223486,8.015669874507039e-06,2.1088122472415532e-05,0.25043065962243993
119.0,2.38,0.8709993182421122,0.523902800389634,0.2105236781429966,2.488569480691749,0.4153903393320637,7.535690220824551e-06,2.0136175363807573e-05,0.2448531753564722
120.0,2.4,0.8731457022799778,0.5195841607934861,0.20827504023997104,2.4947020065142222,0.415343788126272,7.079911858559058e-06,1.921887620466896e-05,0.23935402453949833
121.0,2.42,0.8752563736039629,0.5153231021998459,0.2060688630318469,2.500732496011323,0.4152755108393652,6.647357791092741e-06,1.8335202836934782e-05,0.23393209671766624
122.0,2.44,0.8773319264217723,0.5111188568734633,0.2039041262698914,2.5066626469193496,0.41518561677252175,6.237078729631694e-06,1.7484157632629996e-05,0.22858629734148847
123.0,2.46,0.8793729450543574,0.5069706673154054,0.20177984159999787,2.5124941287267357,0.41507423495924395,5.848152805804116e-06,1.6664767129521725e-05,0.2233155475355088
124.0,2.48,0.8813800041004172,0.5028777861265751,0.19969505131211085,2.518228583144049,0.41494151387681644,5.4796852689862095e-06,1.5876081655513418e-05,0.21811878387134562
125.0,2.5,0.883353668598163,0.4988394758730474,0.19764882714829046,2.52386762456618,0.41478762113355955,5.130808168830451e-06,1.511717494361893e-05,0.21299495814405775
126.0,2.52,0.8852944941843902,0.4948550089532033,0.19564026916623634,2.5294128405268292,0.4146127431319869,4.800680023483751e-06,1.4387143739133646e-05,0.2079430371517886
127.0,2.54,0.8872030272509053,0.4909236674666338,0.19366850465528154,2.534865792145444,0.41441708470811484,4.488485473994857e-06,1.3685107400510321e-05,0.20296200247863588
128.0,2.56,0.889079805098348,0.48704474308479284,0.19173268710205485,2.540228014566709,0.41420395833730544,4.276745411489426e-06,1.3267692293827484e-05,0.2
129.0,2.58,0.8909253560874558,0.483217536923374,0.189831995203175,2.545501017392731,0.4139782796796805,4.196432025979295e-06,1.3246546325884807e-05,0.2
130.0,2.6,0.8927401997878104,0.4794413594163892,0.1879656319225017,2.55068628510803,0.4137405061644166,4.117489338617874e-06,1.3225144636877643e-05,0.2
131.0,2.62,0.8945248471241103,0.47571553019192664,0.1861328235906155,2.555785277497458,0.41349109715584836,4.039913611244533e-06,1.3203487379243916e-05,0.2
132.0,2.64,0.8962798005200089,0.4720393779495646,0.18433281904433513,2.5607994300571684,0.41323051308923175,3.963699871591099e-06,1.3181574728898458e-05,0.2
133.0,2.66,0.8980055540395593,0.46841224033941997,0.18256488880421204,2.565730154398741,0.4129592146552895,3.888841977285469e-06,1.3159406885408525e-05,0.2
134.0,2.68,0.8997025935263064,0.4648334638428101,0.18082832428805992,2.57057883864659,0.41267766203271117,3.815332679453078e-06,1.3136984072148648e-05,0.2
135.0,2.7,0.9013713967400637,0.46130240365450453,0.17912243705869113,2.5753468478287536,0.41238631416767374,3.743163685733507e-06,1.3114306536479537e-05,0.2
136.0,2.72,0.9030124334914154,0.4578184235665478,0.17744655810413604,2.580035524261187,0.4120856280993478,3.6723257224967818e-06,1.3091374549932248e-05,0.2
137.0,2.74,0.9046261657739791,0.4543808958536305,0.1758000371487211,2.584646187925655,0.41177605833025444,3.602808596092686e-06,1.306818840836717e-05,0.2
138.0,2.7600000000000002,0.9062130478944703,0.4509892011599894,0.17418224199347182,2.589180136841344,0.41145805624026854,3.534601253013704e-06,1.3044748432195844e-05,0.2
139.0,2.7800000000000002,0.9077735266005998,0.4476427283878148,0.17259255788439476,2.5936386474302853,0.411132069542999,3.4676918387858273e-06,1.3021054966554313e-05,0.2
140.0,2.8000000000000003,0.9093080412068453,0.44434087458714633,0.1710303869072729,2.598022974876701,0.41079854178321107,3.4020677554991277e-06,1.299710838150891e-05,0.2
141.0,2.82,0.9108170237181294,0.44108304484723654,0.16949514740768443,2.6023343534803702,0.4104579118739086,3.337715717863951e-06,1.2972909072259087e-05,0.2
142.0,2.84,0.9123008989514403,0.43786865218936294,0.16798627343502637,2.6065739970041153,0.4101106136716742,3.274621807690299e-06,1.2948457459328551e-05,0.2
143.0,2.86,0.913760084655428,0.43469711746106937,0.1665032142093913,2.610743099015509,0.40975707558881214,3.2127715267341453e-06,1.2923753988794363e-05,0.2
144.0,2.88,0.9151949916280119,0.4315678692318171,0.16504543361020807,2.6148428332228915,0.4093977202408453,3.152149847822429e-06,1.2898799132479675e-05,0.2
145.0,2.9,0.9166060238320302,0.4284803436900278,0.1636124096856161,2.6188743538058006,0.4090329641278762,3.092741264221762e-06,1.287359338815854e-05,0.2
146.0,2.92,0.9179935785089661,0.42543398454149856,0.16220363418159808,2.6228387957399035,0.40866321734835226,3.034529837202422e-06,1.2848137279782066e-05,0.2
147.0,2.94,0.9193580462907812,0.422428242909172,0.16081861208994866,2.626737275116518,0.4082888833437408,2.9774992417688518e-06,1.282243135767095e-05,0.2
148.0,2.96,0.9206998113098888,0.4194625772342424,0.1594568612142041,2.630570889456825,0.40791035867265885,2.921632810540554e-06,1.27964761987299e-05,0.2
149.0,2.98,0.9220192513072961,0.41653645317858035,0.158117911752706,2.6343407180208462,0.407528032812991,2.866913575775297e-06,1.2770272406664566e-05,0.2
